DCA License Number,License Type,License Expiration Date,License Status,License Creation Date,Industry,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,Community Board,Council District,BIN,BBL,NTA,Census Tract,Detail,Longitude,Latitude,Location
2064815-1-DCA,Business,12/31/2023,Active,01/11/2018,Tobacco Retail Dealer,MICHAEL DELI GRILL CORP,,8640,57TH AVE,,ELMHURST,NY,11373,347-494-3882,Queens,4,404,25,4065147,4028700016,QN29,475,,-73.87583359552205,40.7328253759149,"(40.7328253759149, -73.87583359552205)"
1296127-DCA,Business,12/31/2023,Active,08/19/2008,Tobacco Retail Dealer,ST. PETERS FOOD CENTER CORP,,1484,SAINT PETERS AVE,,BRONX,NY,10461,718-829-5218,Bronx,2,210,13,2041858,2039820007,BX37,200,,-73.84613666831167,40.83958997611266,"(40.83958997611266, -73.84613666831167)"
2066742-1-DCA,Business,12/31/2023,Active,02/23/2018,Tobacco Retail Dealer,TOP BK DELI CORP,,245,RIVERDALE AVE,,BROOKLYN,NY,11212,,Brooklyn,3,316,42,3082151,3035900001,BK81,918,,-73.90781151061324,40.661129120012816,"(40.661129120012816, -73.90781151061324)"
1184813-DCA,Business,12/31/2023,Active,11/15/2004,Tobacco Retail Dealer,UNION ISLAND CORP.,,152,UNION AVE,,BROOKLYN,NY,11206,718-599-8601,Brooklyn,3,301,33,3061223,3022340037,BK72,509,,-73.9501986084815,40.70468462947027,"(40.70468462947027, -73.9501986084815)"
1362417-DCA,Business,12/31/2023,Active,07/14/2010,Tobacco Retail Dealer,"SMITH-UNION MEAT MARKET, INC.",,353,UNION ST,,BROOKLYN,NY,11231,718-624-0699,Brooklyn,3,306,39,3323348,3004280038,BK33,75,,-73.99420601682293,40.68175997004558,"(40.68175997004558, -73.99420601682293)"
2081367-1-DCA,Business,12/31/2023,Active,01/14/2019,Tobacco Retail Dealer,BAGEL DEPOT OF S. I CORP,,3459,RICHMOND RD,,STATEN ISLAND,NY,10306,7189877682,Staten Island,5,502,50,5037103,5022610103,SI24,279,,-74.13605401101684,40.573032554485366,"(40.573032554485366, -74.13605401101684)"
2017036-1-DCA,Business,12/31/2023,Active,01/05/2015,Tobacco Retail Dealer,"M&S GROCERY DELI, INC.",,2952,AVENUE X,,BROOKLYN,NY,11235,929-434-2227,Brooklyn,3,315,48,3203613,3074230001,BK17,596,,-73.9396158791759,40.59391657747469,"(40.59391657747469, -73.9396158791759)"
1068341-DCA,Business,12/31/2023,Active,12/05/2000,Tobacco Retail Dealer,LINDENWOOD VILLAGE NEWS STAND LLC,,8231,153RD AVE,,HOWARD BEACH,NY,11414,7183231483,Queens,4,410,32,4246916,4114290034,QN57,6202,,-73.8514750539131,40.66616723571036,"(40.66616723571036, -73.8514750539131)"
1315539-DCA,Business,12/31/2023,Active,04/23/2009,Tobacco Retail Dealer,LISBETH FOOD CORP.,,1702,WATSON AVE,,BRONX,NY,10472,718-328-0861,Bronx,2,209,18,2023605,2037230048,BX55,44,,-73.86995204135174,40.82718298334071,"(40.82718298334071, -73.86995204135174)"
2046875-1-DCA,Business,12/31/2023,Active,12/28/2016,Tobacco Retail Dealer,215 FANTASTIC DELI CORP,,215,W 116TH ST,,NEW YORK,NY,10026,,Manhattan,1,110,09,1058376,1019220020,MN11,218,,-73.95330686212087,40.80355717631997,"(40.80355717631997, -73.95330686212087)"
2081911-1-DCA,Business,12/31/2023,Active,02/04/2019,Tobacco Retail Dealer,TUDOR MINI MARKET CAFE INC.,,5,TUDOR CITY PL,,NEW YORK,NY,10017,2125574788,Manhattan,1,106,04,1038647,1013330023,MN19,88,,-73.97118531720243,40.748053464825695,"(40.748053464825695, -73.97118531720243)"
1376719-DCA,Business,12/31/2023,Active,11/12/2010,Tobacco Retail Dealer,VILLAGE FRUIT INC.,,5801,4TH AVE,,BROOKLYN,NY,11220,3474150722,Brooklyn,3,307,38,3015978,3008550008,BK32,74,,-74.01731391301854,40.641899130331424,"(40.641899130331424, -74.01731391301854)"
2066644-1-DCA,Business,12/31/2023,Active,02/23/2018,Tobacco Retail Dealer,SANTANA PREMIUM CIGAR CORP.,,1096,NOSTRAND AVE,,BROOKLYN,NY,11225,347-240-7243,Brooklyn,3,309,40,3114827,3050300045,BK60,800,,-73.95068887919794,40.66112804423748,"(40.66112804423748, -73.95068887919794)"
2095540-1-DCA,Business,12/31/2023,Active,03/25/2020,Tobacco Retail Dealer,KIPS BAY DELI GROCERY CORP,,545,2ND AVE,,NEW YORK,NY,10016,646-575-5571,Manhattan,1,106,02,1019954,1009110030,,,,-73.97758246410183,40.742395213785464,"(40.742395213785464, -73.97758246410183)"
2079212-1-DCA,Business,12/31/2023,Active,10/18/2018,Tobacco Retail Dealer,153 DELI GROCERY INC.,,153,E 149TH ST,,BRONX,NY,10451,910-260-3790,Bronx,2,204,08,2001060,2023470034,BX63,63,,-73.92774954396052,40.81868113856814,"(40.81868113856814, -73.92774954396052)"
2066499-1-DCA,Business,12/31/2023,Active,02/22/2018,Tobacco Retail Dealer,FIRO FOOD MARKET CORP,,5215,AVENUE D,,BROOKLYN,NY,11203,718-576-6916,Brooklyn,3,317,45,3105867,3047730041,BK96,846,,-73.92717304442262,40.64227811192385,"(40.64227811192385, -73.92717304442262)"
2038749-1-DCA,Business,12/31/2023,Active,06/07/2016,Tobacco Retail Dealer,PRICELESS DISCOUNT CORP,,125,W KINGSBRIDGE RD,,BRONX,NY,10468,7186901701,Bronx,2,208,14,2015288,2032480136,BX28,26701,,-73.90262077210102,40.8688496530633,"(40.8688496530633, -73.90262077210102)"
2013817-1-DCA,Business,12/31/2023,Active,09/24/2014,Tobacco Retail Dealer,2913 TILDEN DELI GROCERY CORP.,,2913,TILDEN AVE,,BROOKLYN,NY,11226,917-500-6980,Brooklyn,3,317,40,3117841,3051310019,BK95,824,,-73.94964716821855,40.64687393955949,"(40.64687393955949, -73.94964716821855)"
2016002-1-DCA,Business,12/31/2023,Active,11/28/2014,Tobacco Retail Dealer,EASTMIDTOWN INC,,246,E 53RD ST,,NEW YORK,NY,10022,212-826-1786,Manhattan,1,106,04,1038532,1013260029,MN19,98,,-73.96832618578351,40.75724487114232,"(40.75724487114232, -73.96832618578351)"
2097294-1-DCA,Business,12/31/2023,Active,12/24/2020,Tobacco Retail Dealer,RS DELI CORP,,4402,25TH AVE,,ASTORIA,NY,11103,7187216930,Queens,4,401,22,4012720,4007150041,,,,-73.90836977908332,40.76638297451914,"(40.76638297451914, -73.90836977908332)"
1072813-DCA,Business,12/31/2023,Active,02/26/2001,Tobacco Retail Dealer,719 BROTHERS FAMOUS DELI CORP.,,719,9TH AVE,,NEW YORK,NY,10019,212-956-0815,Manhattan,1,104,03,1026608,1010580036,MN15,127,,-73.98948089447946,40.76277116963333,"(40.76277116963333, -73.98948089447946)"
2009531-2025-DCA,Business,12/31/2023,Active,06/12/2014,Tobacco Retail Dealer,ALEX FOOD II CORP,,1615,MLK JR BLVD,,BRONX,NY,10453,718-901-5010,Bronx,2,205,14,2008983,2028780015,BX36,21501,,-73.91993293617895,40.84731705833017,"(40.84731705833017, -73.91993293617895)"
2100140-2-DCA,Business,12/31/2022,Active,07/15/2021,Tobacco Retail Dealer,KARAN A VADHAN,,,6 AVENUE,WEST   25 STREET,NEW YORK,NY,10010,9179296121,Manhattan,1,104,03,,,,,,-73.99186927462867,40.74418668572297,"(40.74418668572297, -73.99186927462867)"
2082287-1-DCA,Business,12/31/2023,Active,02/14/2019,Tobacco Retail Dealer,MAHANT 364 INC,,364,W 23RD ST,,NEW YORK,NY,10011,646-360-3075,Manhattan,1,104,03,1084979,1007460075,MN13,93,,-74.00021653657767,40.74601497574642,"(40.74601497574642, -74.00021653657767)"
2040626-1-DCA,Business,12/31/2023,Active,07/18/2016,Tobacco Retail Dealer,AK TWO CORP,,1400,E 4TH ST,1400 E 4th Street Store No. 1,BROOKLYN,NY,11230,718-998-1890,Brooklyn,3,312,44,3172766,3065660009,BK46,444,,-73.97131786648578,40.616219352563135,"(40.616219352563135, -73.97131786648578)"
1441419-DCA,Business,12/31/2023,Active,08/17/2012,Tobacco Retail Dealer,"MY SWEET DELI MARKET, CORP.",,187,SHERMAN AVE,,NEW YORK,NY,10034,212-942-6778,Manhattan,1,112,10,1064769,1022210017,MN01,291,,-73.92216043866755,40.86498897597383,"(40.86498897597383, -73.92216043866755)"
2009197-1949-DCA,Business,12/31/2023,Active,06/05/2014,Tobacco Retail Dealer,R & S AUTO DIAGNOSTIC INC.,,6307,BROADWAY,,WOODSIDE,NY,11377,718-565-5975,Queens,4,402,26,4027200,4011900041,QN63,293,,-73.89909879021211,40.74995615613355,"(40.74995615613355, -73.89909879021211)"
2011041-1-DCA,Business,12/31/2023,Active,07/22/2014,Tobacco Retail Dealer,PAPA DELI & GROCERY CORP.,,849,MARCY AVE,,BROOKLYN,NY,11216,718-230-4044,Brooklyn,3,303,36,3322392,3018290005,BK75,267,,-73.94698323520508,40.6842703482155,"(40.6842703482155, -73.94698323520508)"
2012842-1-DCA,Business,12/31/2023,Active,09/03/2014,Tobacco Retail Dealer,EXPRESS DELI,,1119,HERKIMER ST,,BROOKLYN,NY,11233,718-773-3366,Brooklyn,3,303,41,3042121,3015490037,BK79,301,,-73.91649149656988,40.677840467379504,"(40.677840467379504, -73.91649149656988)"
1436611-DCA,Business,12/31/2023,Active,07/10/2012,Tobacco Retail Dealer,JOSE DELI GROCERY CORP.,,221,SAINT ANNS AVE,,BRONX,NY,10454,718-993-1406,Bronx,2,201,08,2000065,2022660025,BX39,39,,-73.91741682429883,40.806929533410134,"(40.806929533410134, -73.91741682429883)"
2064695-1-DCA,Business,12/31/2023,Active,01/09/2018,Tobacco Retail Dealer,MORONTA'S GROCERY & DELI CORP,,2020,PITMAN AVE,,BRONX,NY,10466,718-231-2858,Bronx,2,212,12,2095157,2050230005,BX62,428,,-73.84430404754873,40.89685841684303,"(40.89685841684303, -73.84430404754873)"
2038841-1-DCA,Business,12/31/2023,Active,06/09/2016,Tobacco Retail Dealer,GWQ ROEBLING FOOD CORP,BROOKLYN BODEGA,340,ROEBLING ST,,BROOKLYN,NY,11211,718-388-2406,Brooklyn,3,301,33,3059735,3021480023,BK73,525,,-73.96103112412865,40.70815544386999,"(40.70815544386999, -73.96103112412865)"
2002635-689-DCA,Business,12/31/2023,Active,01/16/2014,Tobacco Retail Dealer,LA GRAN FAMOSA FOOD MARKET CORP,,1704,GRAND AVE,,BRONX,NY,10453,718-466-7811,Bronx,2,205,14,2008497,2028670030,BX36,217,,-73.91402540254111,40.848506753979144,"(40.848506753979144, -73.91402540254111)"
2040753-1-DCA,Business,12/31/2023,Active,07/19/2016,Tobacco Retail Dealer,NU IDEA MARKETING INC,GIFTS & ELECTRONICS SHOP,1,JFK INTL AIRPORT BLVD,,JAMAICA,NY,11430,3473981635,Queens,4,,,,,,,,,,
2064817-1-DCA,Business,12/31/2023,Active,01/11/2018,Tobacco Retail Dealer,1500 AMERICAN GOURMET DELI GROCERY CORP,,1500,CASTLE HILL AVE,,BRONX,NY,10462,,Bronx,2,210,18,2041490,2039670001,BX59,20601,,-73.85221520537357,40.836449738021074,"(40.836449738021074, -73.85221520537357)"
1444445-DCA,Business,12/31/2023,Active,09/12/2012,Tobacco Retail Dealer,AMIR CANDY & GROCERY CORP.,,705,SENECA AVE,,RIDGEWOOD,NY,11385,718-381-2110,Queens,4,405,34,4082640,4034580009,QN20,549,,-73.90752677216086,40.70272594182025,"(40.70272594182025, -73.90752677216086)"
2005821-1345-DCA,Business,12/31/2023,Active,04/07/2014,Tobacco Retail Dealer,ELTINGVILLE BAGEL & DELI INC.,,3845,RICHMOND AVE,,STATEN ISLAND,NY,10312,347-781-6114,Staten Island,5,503,51,5073200,5054970150,SI54,14604,,-74.16505641393924,40.54406421915617,"(40.54406421915617, -74.16505641393924)"
1424313-DCA,Business,12/31/2023,Active,04/13/2012,Tobacco Retail Dealer,"MARBELLY FOOD CENTER, INC.",,1061,RALPH AVE,,BROOKLYN,NY,11236,718-209-1988,Brooklyn,3,317,45,3104636,3047460038,BK96,934,,-73.920419228966,40.649300286871934,"(40.649300286871934, -73.920419228966)"
2007765-1655-DCA,Business,12/31/2023,Active,05/08/2014,Tobacco Retail Dealer,GOTHAM TOO INC,,1272,NOSTRAND AVE,,BROOKLYN,NY,11226,3472003992,Brooklyn,3,309,40,3116063,3050570044,BK60,820,,-73.9501340931807,40.655926445723274,"(40.655926445723274, -73.9501340931807)"
1336173-DCA,Business,12/31/2023,Active,10/15/2009,Tobacco Retail Dealer,242 DELI FOOD LLC,,4781,WHITE PLAINS RD,,BRONX,NY,10470,718-924-9919,Bronx,2,212,11,2071759,2051070001,BX62,414,,-73.84949339560393,40.90539577283324,"(40.90539577283324, -73.84949339560393)"
2046289-1-DCA,Business,12/31/2023,Active,12/08/2016,Tobacco Retail Dealer,2300 DELI CORP.,,2300,CROTONA AVE,,BRONX,NY,10458,718-561-7598,Bronx,2,206,15,2012822,2031020001,BX06,393,,-73.88447398711611,40.85221648969884,"(40.85221648969884, -73.88447398711611)"
2096860-1-DCA,Business,12/31/2023,Active,11/05/2020,Tobacco Retail Dealer,JOY 116 FOOD CORP.,JOY FRUIT,11608,METROPOLITAN AVE,,RICHMOND HILL,NY,11418,7184677902,Queens,4,409,29,4079250,4033210001,,,,-73.83590241351132,40.707454949677086,"(40.707454949677086, -73.83590241351132)"
1449235-DCA,Business,12/31/2023,Active,11/05/2012,Tobacco Retail Dealer,NYC GOURMET DELI INC.,,853,9TH AVE,,NEW YORK,NY,10019,212-757-8021,Manhattan,1,104,03,1026854,1010650132,MN15,139,,-73.9864080533051,40.766975792463704,"(40.766975792463704, -73.9864080533051)"
1378253-DCA,Business,12/31/2023,Active,12/02/2010,Tobacco Retail Dealer,"FIRST ON FIRST DELI, INC.",,1756,1ST AVE,,NEW YORK,NY,10128,212-534-7120,Manhattan,1,108,05,1050746,1015710001,MN32,152,,-73.94696827488103,40.78015560327916,"(40.78015560327916, -73.94696827488103)"
2080218-1-DCA,Business,12/31/2023,Active,11/27/2018,Tobacco Retail Dealer,"SWEET ESCAPE, INC.",,7214,5TH AVE,,BROOKLYN,NY,11209,718-833-5252,Brooklyn,3,310,43,3147417,3059090043,BK31,130,,-74.02181826064613,40.63151483460909,"(40.63151483460909, -74.02181826064613)"
2077275-1-DCA,Business,12/31/2023,Active,08/21/2018,Tobacco Retail Dealer,HARIRODA CORP,369 FARMER'S MARKET,64,W 9TH ST,,NEW YORK,NY,10011,212-505-7194,Manhattan,1,102,03,1077916,1005720010,MN23,63,,-73.99869018990229,40.73400119088704,"(40.73400119088704, -73.99869018990229)"
1323735-DCA,Business,12/31/2023,Active,06/24/2009,Tobacco Retail Dealer,2009 CAROLINA DELI GROCERY CORP.,,4302,58TH ST,,WOODSIDE,NY,11377,718-639-2866,Queens,4,402,26,4031182,4013300020,QN63,251,,-73.9072000694585,40.74310383624379,"(40.74310383624379, -73.9072000694585)"
2095536-1-DCA,Business,12/31/2023,Active,03/25/2020,Tobacco Retail Dealer,LIAM DELI GROCERY NY CORP,,892,DEKALB AVE,,BROOKLYN,NY,11221,7184536900,Brooklyn,3,303,36,3049699,3017820035,,,,-73.94052537390479,40.69261129540029,"(40.69261129540029, -73.94052537390479)"
1067981-DCA,Business,12/31/2023,Active,12/06/2000,Tobacco Retail Dealer,"PAREKH, INDU K.",INDU PAREKH NEWSSTAND,S/E/C,37 AVENUE,74 STREET,JACKSON HEIGHTS,NY,11372,917-715-0947,Queens,4,403,25,,,,,,-73.8917521543767,40.748964120961666,"(40.748964120961666, -73.8917521543767)"
2006746-1457-DCA,Business,12/31/2023,Active,04/23/2014,Tobacco Retail Dealer,FRESH FRUIT & CAFE ORGANIC INC,,3303,BROADWAY,,ASTORIA,NY,11106,917-724-7479,Queens,4,401,22,4008927,4006230107,QN70,61,,-73.9236498686085,40.7611708673485,"(40.7611708673485, -73.9236498686085)"
2066083-1-DCA,Business,12/31/2023,Active,02/14/2018,Tobacco Retail Dealer,"RAJMAR HOLDINGS, INC.",HUDSON BAR AND BOOKS,636,HUDSON ST,,NEW YORK,NY,10014,212-355-9888,Manhattan,1,102,03,1011651,1006260027,MN23,77,,-74.00549942207847,40.738661657596985,"(40.738661657596985, -74.00549942207847)"
1094527-DCA,Business,12/31/2023,Active,10/10/2001,Tobacco Retail Dealer,"YOUN, HYANG SIK",PAUL'S GROCERY,14917A,UNION TPKE,,FLUSHING,NY,11367,718-380-4154,Queens,4,408,24,4144786,4066910081,QN37,77904,,-73.81353010685845,40.718679920109885,"(40.718679920109885, -73.81353010685845)"
2014373-1-DCA,Business,12/31/2023,Active,10/08/2014,Tobacco Retail Dealer,WOODROW BAGELS INC,RICHMOND FIESTA MARKET INC,896,HUGUENOT AVE,,STATEN ISLAND,NY,10312,7183179700,Staten Island,5,503,51,5107784,5068150058,,,,-74.19210215624584,40.532537834801666,"(40.532537834801666, -74.19210215624584)"
1444579-DCA,Business,12/31/2023,Active,09/12/2012,Tobacco Retail Dealer,"ISMAIL, ADNAM K",HEIGHTS CONVENIENCE STORE,4243,BROADWAY,,NEW YORK,NY,10033,9293839146,Manhattan,1,112,10,1064282,1021760138,MN36,265,,-73.9362607029006,40.8496904272797,"(40.8496904272797, -73.9362607029006)"
1300905-DCA,Business,12/31/2023,Active,10/01/2008,Tobacco Retail Dealer,5401 GOURMET DELI GROCERY CORP.,,5401,CHURCH AVE,,BROOKLYN,NY,11203,718-791-2810,Brooklyn,3,317,41,3102300,3046800050,BK96,866,,-73.92640517101529,40.6524086233255,"(40.6524086233255, -73.92640517101529)"
1183123-DCA,Business,12/31/2023,Active,10/20/2004,Tobacco Retail Dealer,ARTIE FOOD CENTER CORP.,,10101,35TH AVE,,CORONA,NY,11368,718-478-6259,Queens,4,403,21,4043059,4017350028,QN26,377,,-73.86677349247908,40.754397245858065,"(40.754397245858065, -73.86677349247908)"
1050760-DCA,Business,12/31/2022,Active,03/27/2007,Tobacco Retail Dealer,"JONG,DO CHUN & YOUNG OK CHUN",GRAND FARM,8544,GRAND AVE,,ELMHURST,NY,11373,718-457-9479,Queens,4,404,25,4065267,4028750030,QN50,479,,-73.88098841133414,40.73560027790168,"(40.73560027790168, -73.88098841133414)"
2065525-1-DCA,Business,12/31/2023,Active,01/31/2018,Tobacco Retail Dealer,"MAHANT 342, INC.",SMOKE GIFT & CONVENIENCE 2,251,5TH AVE,STREEL LEVEL,NEW YORK,NY,10016,347-701-1924,Manhattan,1,105,04,1080771,1008580001,MN17,74,,-73.98722097209034,40.74476815074896,"(40.74476815074896, -73.98722097209034)"
1294559-DCA,Business,12/31/2023,Active,08/04/2008,Tobacco Retail Dealer,AMI CONVENIENCE INC,,7547,MAIN ST,,FLUSHING,NY,11367,718-263-4437,Queens,4,408,24,4144214,4066650001,QN37,77907,,-73.8199141326439,40.72312836733407,"(40.72312836733407, -73.8199141326439)"
1155979-DCA,Business,12/31/2023,Active,11/14/2003,Tobacco Retail Dealer,117 MORNINGSIDE INC.,,117,MORNINGSIDE AVE,,NEW YORK,NY,10027,212-662-5509,Manhattan,1,109,09,1059295,1019510001,MN09,20901,,-73.95456989658034,40.810589664420085,"(40.810589664420085, -73.95456989658034)"
1043683-DCA,Business,12/31/2023,Active,09/27/2000,Tobacco Retail Dealer,"PALUMBO,LINDA/PULUMBO BARBARA",DISCOUNT SMOKE SHOP,2325A,RICHMOND AVE,,STATEN ISLAND,NY,10314,718-761-8155,Staten Island,5,502,51,5107370,5023800040,SI24,27706,,-74.16478823784738,40.591434542080705,"(40.591434542080705, -74.16478823784738)"
2096595-1-DCA,Business,12/31/2023,Active,10/07/2020,Tobacco Retail Dealer,71 GOURMET DELI INC,M&M GOURMET DELI & GRILL,71,LEXINGTON AVE,,NEW YORK,NY,10010,6467670550,Manhattan,1,106,02,1018121,1008810064,,,,-73.98353720359553,40.74115284673208,"(40.74115284673208, -73.98353720359553)"
1055733-DCA,Business,12/31/2023,Active,01/04/2001,Tobacco Retail Dealer,"D N Y NATURAL LAND, INC.",,322,FLATBUSH AVE,,BROOKLYN,NY,11238,718-783-0038,Brooklyn,3,306,39,3337803,3010570014,BK64,161,,-73.97227238061814,40.676909505009796,"(40.676909505009796, -73.97227238061814)"
2081722-1-DCA,Business,12/31/2023,Active,01/29/2019,Tobacco Retail Dealer,NEW SPRINGVILLE BP CORP,,2443,RICHMOND AVE,,STATEN ISLAND,NY,10314,7184949833,Staten Island,5,502,51,5039656,5024000060,SI24,27702,,-74.16799168469319,40.58814162688654,"(40.58814162688654, -74.16799168469319)"
1041211-DCA,Business,12/31/2023,Active,09/14/2000,Tobacco Retail Dealer,Sonny's Grocery & Deli,Sonny's Grocery & Deli,767,10TH AVE,,NEW YORK,NY,10019,2015905701,Manhattan,1,104,03,1088274,1010800028,MN15,135,,-73.99099301370252,40.76579051395917,"(40.76579051395917, -73.99099301370252)"
2047034-1-DCA,Business,12/31/2023,Active,01/04/2017,Tobacco Retail Dealer,"MANTON CONVENIENCE STORE, INC.",,8448,MANTON ST,,JAMAICA,NY,11435,718-880-2675,Queens,4,408,24,4206519,4096510061,QN35,22002,,-73.8182444020112,40.70966540945302,"(40.70966540945302, -73.8182444020112)"
2003375-885-DCA,Business,12/31/2023,Active,02/07/2014,Tobacco Retail Dealer,GRAND MART INC,GRAND SMOKE SHOP,176,GRAND ST,,BROOKLYN,NY,11211,646-299-9629,Brooklyn,3,301,34,3062789,3023930011,BK73,551,,-73.96097699303154,40.71436407849212,"(40.71436407849212, -73.96097699303154)"
2034460-1-DCA,Business,12/31/2023,Active,03/15/2016,Tobacco Retail Dealer,GARDEN CONVENIENCE DELI CORP,,6502,FRESH POND RD,,RIDGEWOOD,NY,11385,347-369-3496,Queens,4,405,30,4084780,4035260063,QN20,593,,-73.89883889943619,40.70957231472821,"(40.70957231472821, -73.89883889943619)"
2033004-1-DCA,Business,12/31/2023,Active,02/05/2016,Tobacco Retail Dealer,SOHO FINEST MARKET CORP.,,17,THOMPSON ST,,NEW YORK,NY,10013,212-804-8984,Manhattan,1,102,01,1002947,1002270055,MN24,47,,-74.00459617563315,40.7225664529733,"(40.7225664529733, -74.00459617563315)"
1309427-DCA,Business,12/31/2023,Active,02/18/2009,Tobacco Retail Dealer,MAKEY DELI GROCERY # 1 INC.,,2704,3RD AVE,,BRONX,NY,10454,718-993-3156,Bronx,2,201,08,2000655,2023060008,BX39,41,,-73.92226386227686,40.81362728429511,"(40.81362728429511, -73.92226386227686)"
2095580-1-DCA,Business,12/31/2023,Active,03/31/2020,Tobacco Retail Dealer,NY 1 GOURMET DELI CORP,,1983,AMSTERDAM AVE,,NEW YORK,NY,10032,212-234-5609,Manhattan,1,112,07,1062522,1021080073,,,,-73.94146174706842,40.8336256591498,"(40.8336256591498, -73.94146174706842)"
2079445-1-DCA,Business,12/31/2023,Active,10/25/2018,Tobacco Retail Dealer,939 MITCHELL MARKET INC,PANINI GRILL,937,1ST AVE,,NEW YORK,NY,10022,212-300-4010,Manhattan,1,106,04,1039660,1013447502,MN19,98,,-73.96537114776537,40.75496588200023,"(40.75496588200023, -73.96537114776537)"
1420417-DCA,Business,12/31/2023,Active,03/01/2012,Tobacco Retail Dealer,JL DELI GROCERY CORP 2,,3004,HEATH AVE,,BRONX,NY,10463,,Bronx,2,208,14,2015736,2032560172,BX28,273,,-73.90300079606398,40.87602186087904,"(40.87602186087904, -73.90300079606398)"
2010427-1-DCA,Business,12/31/2023,Active,07/07/2014,Tobacco Retail Dealer,"MUNTAZ, RAMJOHN TAJ",,12709,101ST AVE,,SOUTH RICHMOND HILL,NY,11419,718-850-0313,Queens,4,409,28,4200093,4094720026,QN54,154,,-73.81902112778754,40.691943641113866,"(40.691943641113866, -73.81902112778754)"
2098136-1-DCA,Business,12/31/2023,Active,03/19/2021,Tobacco Retail Dealer,J & R DELI GROCERY STORE CORP,,17825,JAMAICA AVE,,JAMAICA,NY,11432,7184801281,Queens,4,412,27,4211495,4098940001,,,,-73.78269210549247,40.708022796695474,"(40.708022796695474, -73.78269210549247)"
1070787-DCA,Business,12/31/2023,Active,01/05/2001,Tobacco Retail Dealer,"BATISTA, FAUSTO",BATISTA MINI GROCERY,21012,MURDOCK AVE,,CAMBRIA HTS,NY,11411,718-736-0689,Queens,4,413,27,4438846,4110290141,QN33,53401,,-73.74481171171345,40.70256254685322,"(40.70256254685322, -73.74481171171345)"
2072524-1-DCA,Business,12/31/2023,Active,06/04/2018,Tobacco Retail Dealer,12 St Gourmet Deli Inc.,,1203,40TH AVE,,LONG ISLAND CITY,NY,11101,7183294790,Queens,4,401,26,4307216,4004720628,QN68,85,,-73.94268861239301,40.755997088851935,"(40.755997088851935, -73.94268861239301)"
1436289-DCA,Business,12/31/2023,Active,07/03/2012,Tobacco Retail Dealer,"GARCIA, RENE",HERNANDEZ DELI GROCERY,1301,FOSTER AVE,,BROOKLYN,NY,11230,718-421-4718,Brooklyn,3,314,40,3121124,3052340035,BK42,520,,-73.96467768367964,40.63329833634472,"(40.63329833634472, -73.96467768367964)"
1066465-DCA,Business,12/31/2023,Active,11/17/2000,Tobacco Retail Dealer,"SHAH, SUJATA U.",,N/E/C,BROADWAY,WEST   83 STREET,NEW YORK,NY,10024,718-565-5598,Manhattan,1,107,06,,,,,,-73.97805875487565,40.78642096618917,"(40.78642096618917, -73.97805875487565)"
2044979-1-DCA,Business,12/31/2023,Active,10/24/2016,Tobacco Retail Dealer,168 8TH AVENUE FOOD CORP,SQUARE DELI,168,8TH AVE,,NEW YORK,NY,10011,212-337-3322,Manhattan,1,104,03,1013866,1007680004,MN13,87,,-74.00050161670147,40.74251267395372,"(40.74251267395372, -74.00050161670147)"
2032529-1-DCA,Business,12/31/2023,Active,01/20/2016,Tobacco Retail Dealer,LEN'Z FOOD & CATERING INC,,514,E 20TH ST,,NEW YORK,NY,10009,212-979-2859,Manhattan,1,106,04,1082859,1009720001,MN50,44,,-73.97727505155022,40.73377663099518,"(40.73377663099518, -73.97727505155022)"
2047282-1-DCA,Business,12/31/2023,Active,01/11/2017,Tobacco Retail Dealer,"RK DELI, INC.",MIKE'S DELI,11711,135TH AVE,,SOUTH OZONE PARK,NY,11420,718-843-9896,Queens,4,410,32,4435066,4117380001,QN55,838,,-73.82252823774488,40.67084999173965,"(40.67084999173965, -73.82252823774488)"
1422745-DCA,Business,12/31/2023,Active,04/02/2012,Tobacco Retail Dealer,1223 GRAVESEND NECK ROAD CORP.,,1223,GRAVESEND NECK RD,,BROOKLYN,NY,11229,917-217-1333,Brooklyn,3,315,48,3200641,3073730038,BK25,584,,-73.95809455071613,40.59429809454404,"(40.59429809454404, -73.95809455071613)"
1347459-DCA,Business,12/31/2023,Active,03/17/2010,Tobacco Retail Dealer,SPACE NY 62 CORP.,,1130,1ST AVE,,NEW YORK,NY,10065,212-239-4166,Manhattan,1,108,05,1045312,1014570001,MN31,10602,,-73.96053059540522,40.76157915980841,"(40.76157915980841, -73.96053059540522)"
2038893-1-DCA,Business,12/31/2023,Active,06/09/2016,Tobacco Retail Dealer,BH GOURMET DELI CORP,,2550,BAINBRIDGE AVE,,BRONX,NY,10458,917-572-1443,Bronx,2,207,15,2016588,2032860011,BX05,39901,,-73.89321585196132,40.8625395051037,"(40.8625395051037, -73.89321585196132)"
1264991-DCA,Business,12/31/2023,Active,08/21/2007,Tobacco Retail Dealer,BAGELIT INC.,,7501,13TH AVE,,BROOKLYN,NY,11228,718-256-0300,Brooklyn,3,310,43,3159997,3062220009,BK30,198,,-74.00751406566918,40.620208123774695,"(40.620208123774695, -74.00751406566918)"
